
Code 	Short Name                	Long Name                                         	Hawaii Totals	    Hawaii	  Honolulu	   Kalawao	     Kauai	      Maui
34624	246TCPHN SEDUG/KG DRY WGT 	2,4,6-TRICHLOROPHENOL              DRY WGTBOTUG/KG	           18	         4	        10	         0	         0	         4
34625	246TCPHN TISMG/KG WET WGT 	2,4,6-TRICHLOROPHENOL              WET WGTTISMG/KG	           19	         7	        11	         0	         0	         1
34626	26DINITR OTOLUENE TOTWUG/L	2,6-DINITROTOLUENE                        TOTWUG/L	           23	         5	        12	         0	         2	         4
34629	26DNTOLU SEDUG/KG DRY WGT 	2,6-DINITROTOLUENE                 DRY WGTBOTUG/KG	           19	         4	        11	         0	         0	         4
34630	26DNTOLU TISMG/KG WET WGT 	2,6-DINITROTOLUENE                 WET WGTTISMG/KG	           19	         7	        11	         0	         0	         1
34631	33DICHLO ROBENZID TOTWUG/L	3,3'-DICHLOROBENZIDINE                    TOTWUG/L	           20	         5	        12	         0	         0	         3
34634	33DCBNZD SEDUG/KG DRY WGT 	3,3'-DICHLOROBENZIDINE             DRY WGTBOTUG/KG	           18	         4	        10	         0	         0	         4
34635	33DCBNZD TISMG/KG WET WGT 	3,3'-DICHLOROBENZIDINE             WET WGTTISMG/KG	           26	        10	        15	         0	         0	         1
34636	4BROMOPH ENYLPHEN TOTWUG/L	4-BROMOPHENYL PHENYL ETHER                TOTWUG/L	           23	         5	        12	         0	         2	         4
34639	4BRPPETR SEDUG/KG DRY WGT 	4-BROMOPHENYL PHENYL ETHER         DRY WGTBOTUG/KG	           19	         4	        11	         0	         0	         4
34640	4BRPPETR TISMG/KG WET WGT 	4-BROMOPHENYL PHENYL ETHER         WET WGTTISMG/KG	           19	         7	        11	         0	         0	         1
34641	4CHLOROP HENYLPHE TOTWUG/L	4-CHLOROPHENYL PHENYL ETHER               TOTWUG/L	           23	         5	        12	         0	         2	         4
34644	4CLPPETR SEDUG/KG DRY WGT 	4-CHLOROPHENYL PHENYL ETHER        DRY WGTBOTUG/KG	           19	         4	        11	         0	         0	         4
34645	4CLPPETR TISMG/KG WET WGT 	4-CHLOROPHENYL PHENYL ETHER        WET WGTTISMG/KG	           19	         7	        11	         0	         0	         1
34646	4NITROPH ENOL     TOTWUG/L	4-NITROPHENOL                             TOTWUG/L	           23	         5	        12	         0	         2	         4
34649	4NPHENOL SEDUG/KG DRY WGT 	4-NITROPHENOL                      DRY WGTBOTUG/KG	           18	         4	        10	         0	         0	         4
34650	4NPHENOL TISMG/KG WET WGT 	4-NITROPHENOL                      WET WGTTISMG/KG	           19	         7	        11	         0	         0	         1
34654	P,P'DDE   SUS UG/L        	P,P'-DDE                                  SUSPUG/L	            1	         0	         1	         0	         0	         0
34657	46DINITR OORTHOCR TOTWUG/L	DNOC (4,6-DINITRO-ORTHO-CRESOL)           TOTWUG/L	           20	         5	        12	         0	         0	         3
34660	46DNOCRE SEDUG/KG DRY WGT 	DNOC (4,6-DINITRO-ORTHO-CRESOL)    DRY WGTBOTUG/KG	           15	         4	         7	         0	         0	         4
34661	46DNOCRE TISMG/KG WET WGT 	DNOC (4,6-DINITRO-ORTHO-CRESOL)    WET WGTTISMG/KG	           19	         7	        11	         0	         0	         1
34664	PCB-1221 TISMG/KG WET WGT 	PCB - 1221                         WET WGTTISMG/KG	           19	         8	        10	         0	         0	         1
34667	PCB-1232 TISMG/KG WET WGT 	PCB - 1232                         WET WGTTISMG/KG	           32	        12	        17	         0	         0	         3
34669	PCB-1248 TISMG/KG WET WGT 	PCB - 1248                         WET WGTTISMG/KG	           19	         8	        10	         0	         0	         1
34670	PCB-1260 TISMG/KG WET WGT 	PCB - 1260                         WET WGTTISMG/KG	           20	         8	        11	         0	         0	         1
34671	PCB      1016     TOTWUG/L	PCB - 1016                                TOTWUG/L	           20	         5	        12	         0	         0	         3
34674	PCB-1016 TISMG/KG WET WGT 	PCB - 1016                         WET WGTTISMG/KG	           19	         8	        10	         0	         0	         1
34675	TCDD      TOTWUG/L        	2,3,7,8-TETRACHLORODIBENZO-P-DIOXIN(TCDD) TOTWUG/L	            3	         1	         1	         0	         0	         1
34680	ALDRIN   TISMG/KG WET WGT 	ALDRIN             IN FISH TISSUE WET WEIGHT MG/KG	           21	         8	        12	         0	         0	         1
34682	CDANEWET TECH&MET TISMG/KG	CHLORDANE(TECH MIX & METABS),TISSUEWET WGTT,MG/KG 	           17	         6	        10	         0	         0	         1
34683	DNB PHTH TIS-WET  MG/KG   	DI-N-BUTYL PHTHALATE,TISSUE,WET WGTWET WGT        	           19	         7	        11	         0	         0	         1
34684	DIELDRIN  TISMG/KG        	DIELDRIN                                  TISMG/KG	           68	         0	        68	         0	         0	         0
34685	ENDRIN   TISMG/KG WET WGT 	ENDRIN                             WET WGTTISMG/KG	           91	         9	        81	         0	         0	         1
34686	HPCHLREP TISMG/KG WET WGT 	HEPTACHLOR EPOXIDE                 WET WGTTISMG/KG	           24	         9	        14	         0	         0	         1
34687	HEPTCHLR TISMG/KG WET WGT 	HEPTACHLOR                         WET WGTTISMG/KG	           91	         9	        81	         0	         0	         1
34688	HCB      TISMG/KG WET WGT 	HEXACHLOROBENZENE                  WET WGTTISMG/KG	           46	         8	        37	         0	         0	         1
34689	PCB-1242 TISMG/KG WET WGT 	PCB - 1242                         WET WGTTISMG/KG	           19	         8	        10	         0	         0	         1
34690	PCB-1254 TISMG/KG WET WGT 	PCB - 1254                         WET WGTTISMG/KG	           19	         8	        10	         0	         0	         1
34691	TOXAPHEN TISMG/KG WET WGT 	TOXAPHENE                          WET WGTTISMG/KG	           79	         8	        70	         0	         0	         1
34692	TRICLETE TISMG/KG WET WGT 	TRICHLOROETHYLENE                  WET WGTTISMG/KG	           14	         7	         7	         0	         0	         0
34693	VINYLCHL TISMG/KG WET WGT 	VINYL CHLORIDE                     WET WGTTISMG/KG	           14	         7	         7	         0	         0	         0
34694	PHENOL    TOT UG/L        	PHENOL(C6H5OH)-SINGLE COMPOUND          TOTWUG/L  	           22	         5	        12	         0	         1	         4
34695	PHENOL   SEDUG/KG DRY WGT 	PHENOL(C6H5OH)-SINGLE COMPOUND     DRY WGTTUG/KG  	           18	         4	        10	         0	         0	         4
34696	NAPTHALE NE     T OTWUG/L 	NAPHTHALENE                             TOTWUG/L  	            6	         1	         1	         0	         2	         2
34697	T183-DCP SED DRY  WGTUG/KG	TRANS-1,3-DICHLOROPROPENE SEDIMENT DRY WGT UG/KG  	            3	         0	         3	         0	         0	         0
34698	T1,3-DCP FISH WET WGTMG/KG	TRANS-1,3-DICHLOROPROPENEFISH TISSUE WET WGT MG/KG	            3	         0	         3	         0	         0	         0
34699	T1,3-DCP TOT WAT  UG/L    	TRANS-1,3-DICHLOROPROPENETOTAL IN WATER UG/L      	           19	         5	        10	         0	         3	         1
34702	C1,3-DCP SED DRY  WGTUG/KG	CIS-1,3-DICHLOROPROPENE  SEDIMENT DRY WEIGHT UG/KG	           13	         2	         8	         0	         0	         3
34703	C1,3-DCP FISH WET WGTMG/K6	CIS-1,3-DICHLOROPROPENE  FISH TISSUE WET WGT MG/KG	           14	         7	         7	         0	         0	         0
34704	C1,3-DCP TOT WAT  UG/L    	CIS-1,3-DICHLOROPROPENE  TOTAL IN WATER UG/L      	           12	         4	         7	         0	         0	         1
34705	C1,3-DCP DISS WAT UG/L    	CIS-1,3-DICHLOROPROPENE  DISSOLVED IN WATER UG/L  	            8	         2	         3	         0	         3	         0
34754	TCDD     TISPG/G  WETWGT  	2,3,7,8-TETRACHLORODIBENZO-P-DIOXIN   TISWETWTPG/G	            4	         2	         2	         0	         0	         0
38401	AMETRYN   DISSUG/L        	AMETRYN                             WATER,DISSUG/L	           17	         8	         0	         0	         8	         1
38496	MERPHOS   DISSUG/L        	MERPHOS                             WATER,DISSUG/L	            6	         1	         3	         0	         2	         0
38535	PROPZINE  DISSUG/L        	PROPAZINE                           WATER,DISSUG/L	            3	         0	         0	         0	         2	         1
38715	BOLSTAR   TOTWUG/L        	BOLSTAR                             WATER, TOTUG/L	            6	         1	         3	         0	         2	         0
38740	CLRPYFOS -METHYL  TOTWUG/L	CHLORPYRIFOS-METHYL                 WATER, TOTUG/L	            6	         1	         3	         0	         2	         0
38745	2,4-DB    TOTWUG/L        	2,4-DB                              WATER, TOTUG/L	            2	         0	         1	         0	         1	         0
38775	DICLRVOS  DISSUG/L        	DICHLORVOS                          WATER, DISUG/L	            6	         1	         3	         0	         2	         0
38779	DINOSEB   DISSUG/L        	DINOSEB                             WATER, DISUG/L	            2	         0	         1	         0	         1	         0
38797	FENSULFO THION    DISSUG/L	FENSULFOTHION                       WATER, DISUG/L	            6	         1	         3	         0	         2	         0
38801	FENTHION  DISSUG/L        	FENTHION                            WATER, DISUG/L	            6	         1	         3	         0	         2	         0
38815	HEXA     ZINONE   TOTWUG/L	HEXAZINONE                          WATER, TOTUG/L	           15	         9	         0	         0	         4	         2
38824	ISOPROPA LIN      TISMG/KG	ISOPROPALIN                         TISWETWGTMG/KG	            3	         1	         2	         0	         0	         0
38855	NALED     TOTWUG/L        	NALED                               WATER, TOTUG/L	            6	         1	         3	         0	         2	         0
39015	ETHYL PR WTR  KCL UG/L    	ETHYLPARATHION, FLAME IONIFATION,WTR SMPLE(UG/L)  	            6	         1	         3	         0	         2	         0
39032	PCP       TOT UG/L        	PCP (PENTACHLOROPHENOL) WHOLE WATER SAMPLE    UG/L	           24	         6	        12	         0	         2	         4
39038	PHORSULF WHL SMPL UG/L    	PHORATE SULFONE IN WHOLE WATER SAMPLE (UG/L)      	            6	         1	         3	         0	         2	         0
39054	SIMETRYN WH.WATER (UG/L)  	SIMETRYNE IN WHOLE WATER (UG/L)                   	            3	         0	         0	         0	         2	         1
39055	SIMAZINE WH.WATER (UG/L)  	SIMAZINE IN WHOLE WATER (UG/L)                    	            3	         0	         0	         0	         2	         1
39056	PROMETON WH.WATER (UG/L)  	PROMETONE IN WHOLE WATER (UG/L)                   	            3	         0	         0	         0	         2	         1
39057	PRMETRYN WH.WATER (UG/L)  	PROMETRYNE IN WHOLE WATER (UG/L)                  	            9	         1	         3	         0	         4	         1
39060	PCP      TISMG/KG WET WGT 	PCP (PENTACHLOROPHENOL) IN TISSUE WET WGT     UG/G	           19	         7	        11	         0	         0	         1
39061	PCP      SEDUG/KG DRY WGT 	PCP (PENTACHLOROPHENOL) IN BOT DEPOS DRY SOL UG/KG	          210	        54	       112	         0	        14	        30
39062	CHLORDAN C ISOMER WWS-UG/L	CHLORDANE-CIS ISOMER,WHOLE WATER SAMPL (UG/L)     	            3	         1	         0	         0	         2	         0
39063	CHLORDAN C ISOMER TIS-UG/G	CHLORDANE-CIS ISOMER,TISSUE WET WGT (UG/G)        	           29	         3	        26	         0	         0	         0
39064	CHLORDAN C ISOMER BOTUG/KG	CHLORDANE-CIS ISOMER BOTTOM DEPOS (UG/KG DRY SOL  	          325	        76	       198	         0	        15	        36
39065	CHLORDAN T ISOMER WWS-UG/L	CHLORDANE-TRNS ISOMER,WHOLE WATER SAMPL (UG/L)    	            3	         1	         0	         0	         2	         0
39066	CHLORDAN T ISOMER TIS-UG/G	CHLORDANE-TRANS ISOMER,TISSUE WET WGT (UG/G)      	           29	         3	        26	         0	         0	         0
39067	CHLORDAN T ISOMER BOTUG/KG	CHLORDANE-TRANS ISOMER,BOTTOM DEPOS(UG/KG DRY SL  	          321	        75	       195	         0	        15	        36
39069	NONACHLR C ISOMER TIS UG/G	CHLORDANE-NONACHLOR,CIS ISO,TISSUE WET WGT(UG/G)  	           24	         0	        24	         0	         0	         0
39071	NONACHLR T ISOMER WWS-UG/L	CHLORDANE-NONACHLOR,TPANS ISO,WHOLE WTR (UG/L)    	            3	         1	         0	         0	         2	         0
39072	NONCHLOR T ISOMER TIS-UG/G	CHLORDANE-NONACHLOR,TRANS ISO,TISSUE,WET WT,UG/G  	           24	         0	        24	         0	         0	         0
39073	NONACHLR T ISOMER BOTUG/KG	CHLORDANE-NONACHLOR,TRANS ISO,BOTTOM DEP UG/KG    	          316	        75	       190	         0	        15	        36
39074	ALPHABHC TISMG/KG WET WGT 	BHC-ALPHA ISOMER,TISSUE UG/G       WET WGT        	           55	         9	        45	         0	         0	         1
39076	ALPHABHC SEDUG/KG DRY WGT 	BHC-ALPHA ISOMER, BOTTOM DEPOS (UG/KG DRY SOL)    	          336	        75	       206	         0	        15	        40
39082	12DIBROM ETHYLENE TOT UG/L	1,2-DIBROMOETHYLENE IN WATER,            TOTALUG/L	           13	         4	         2	         5	         1	         1
39099	B2ETHXPH TISMG/KG WET WGT 	BIS(2-ETHYLHEXYL)PHTHALATE,TISSUE,WET WGT,MG/KG   	           19	         7	        11	         0	         0	         1
39100	B2ETHHXL PHTHALAT TOT UG/L	BIS(2-ETHYLHEXYL) PHTHALATE,WHOLE WATER,UG/L      	           22	         5	        12	         0	         2	         3
39102	B2E PHTH MUD-DRY  UG/KG   	BIS(2-ETHYLHEXYL) PHTHALATE,SEDIMENT,DRY WGT,UG/KG	           19	         4	        11	         0	         0	         4
39105	PERCENT  FAT      HEX EXTR	PERCENT FAT HEXANE EXTRACTION                     	           67	         0	        67	         0	         0	         0
39110	DNB PHTH TOTAL    UG/L    	DI-N-BUTYL PHTHALATE,WHOLE WATER,UG/L             	           23	         5	        12	         0	         2	         4
39112	DNB PHTH MUD-DRY  UG/KG   	DI-N-BUTYL PHTHALATE,SEDIMENTS,DRY WGT,UG/KG      	           19	         4	        11	         0	         0	         4
39120	BENZIDIN  TOTUG/L         	BENZIDINE IN WHOLE WATER SAMPLE (UG/L)            	           17	         5	         9	         0	         0	         3
39121	BENZIDIN SEDUG/KG DRY WGT 	BENZIDINE IN BOTTOM DEPOS UG/KG DRY SOLIDS        	           16	         4	         8	         0	         0	         4
39175	VINYLCHL ORIDE    TOT UG/L	VINYL CHLORIDE-WHOLE WATER SAMPLE-UG/L            	           37	        10	        13	         5	         6	         3
39180	TRICHLOR ETHYLENE TOT UG/L	TRICHLOROETHYLENE-WHOLE WATER SAMPLE-UG/L         	           13	         4	         8	         0	         0	         1
39250	NAPTHAL  ENES, PC . UG/L  	NAPTHALENES, POLYCHLORINATED (UG/L)               	           17	         4	        11	         0	         0	         2
39290	TOT DDT  TISSUE   UG/G    	DDT TOTAL IN TISSUE WET WGT BASIS (UG/G)          	           68	         0	        68	         0	         0	         0
39300	P,P'DDT   TOT UG/L        	P,P' DDT IN WHOLE WATER SAMPLE (UG/L)             	           25	         6	        14	         0	         2	         3
39301	P,P'DDT  SEDUG/KG DRY WGT 	P,P' DDT IN BOTTOM DEPOSITS (UG/KG DRY SOLIDS)    	          331	        80	       196	         0	        15	        40
39302	P,P'DDT  TISMG/KG WET WGT 	P P DDT IN TISSUE WET WGT (UG/G)                  	           20	         8	        11	         0	         0	         1
39305	O,P' DDT WHL SMPL UG/L    	O,P' DDT IN WHOLE WATER SAMPLE (UG/L)             	            4	         1	         0	         0	         2	         1
39306	O,P' DDT MUD DRY  UG/KG   	O,P' DDT IN BOTTOM DEPOSITS (UG/KG DRY SOLIDS)    	          322	        76	       192	         0	        15	        39
39307	O P  DDT TISSUE   UG/G    	O P DDT IN TISSUE WET WGT (UG/G)                  	            4	         0	         3	         0	         0	         1
39310	P,P'DDD   TOT UG/L        	P,P' DDD IN WHOLE WATER SAMPLE (UG/L)             	           23	         6	        12	         0	         2	         3
39311	P,P'DDD  SEDUG/KG DRY WGT 	P,P' DDD IN BOTTOM DEPOSITS (UG/KG DRY SOLIDS)    	          331	        79	       197	         0	        15	        40
39312	P,P'DDD  TISMG/KG WET WGT 	P  P  DDD IN TISSUE WET WGT (UG/G)                	           17	         7	         9	         0	         0	         1
39315	O,P' DDD WHL SMPL UG/L    	O,P' DDD IN WHOLE WATER SAMPLE (UG/L)             	            4	         1	         0	         0	         2	         1
39316	O,P' DDD MUD DRY  UG/KG   	O,P' DDD IN BOTTOM DEPOSITS (UG/KG DRY SOLIDS)    	          327	        72	       201	         0	        15	        39
39319	MNCLBIPN TOT,TIS  WETMG/KG	MONOCHLOROBIPHENYL,TOTAL,      TISSUE,WET,WT,MG/KG	            3	         1	         2	         0	         0	         0
39320	P,P'DDE   TOT UG/L        	P,P' DDE IN WHOLE WATER SAMPLE (UG/L)             	           25	         6	        14	         0	         2	         3
39321	P,P'DDE  SEDUG/KG DRY WGT 	P,P' DDE IN BOTTOM DEPOSITS (UG/KG DRY SOLIDS)    	          337	        76	       206	         0	        15	        40
39322	P,P'DDE  TISMG/KG WET WGT 	P,P'-DDE IN TISSUE WET WGT  MG/KG                 	           23	         9	        13	         0	         0	         1
39325	O,P DDD  TISSUE   UG/G    	O,P DDD IN TISSUE WET WGT (UG/G)                  	            3	         0	         2	         0	         0	         1
39327	O P DDE  WHL SMP  L UG/L  	ORTHO PARA DDE IN WHOLE WATER SAMPLE (UG/L)       	            4	         1	         0	         0	         2	         1
39328	O,P'DDE  MUD      UG/KG   	O,P'DDE IN      BOTTOM DEPOS  (UG/KG DRY SOLIDS)  	          327	        72	       201	         0	        15	        39
39330	ALDRIN    TOT UG/L        	ALDRIN IN WHOLE WATER SAMPLE (UG/L)               	           26	         6	        15	         0	         2	         3
39333	ALDRIN   SEDUG/KG DRY WGT 	ALDRIN IN BOTTOM DEPOS. (UG/KILOGRAM DRY SOLIDS)  	          336	        75	       206	         0	        15	        40
39335	DICLBIPN TOT,TIS  WETMG/KG	DICHLOROBIPHENYL,TOTAL,        TISSUE,WET,WT,MG/KG	            3	         1	         2	         0	         0	         0
39336	ALPHABHC WTR WHL  LBS/DAY 	BHC-ALPHA, WATER, WHOLE                    LBS/DAY	            1	         0	         1	         0	         0	         0
39337	ALPHABHC  TOTUG/L         	ALPHA BENZENE HEXACHLORIDE IN WHOLE WATER SAMP    	           21	         5	        11	         0	         2	         3
39338	BETA BHC  TOTUG/L         	BETA BENZENE HEXACHLORIDE IN WHOLE WATER SAMP     	           18	         4	        12	         0	         0	         2
39339	TRICLBPN TOT,TIS  WETMG/KG	TRICHLOROBIPHENYL,TOTAL,       TISSUE,WET,WT,MG/KG	            3	         1	         2	         0	         0	         0
39340	GAMMABHC LINDANE  TOT.UG/L	GAMMA-BHC(LINDANE),WHOLE WATER,UG/L               	           19	         5	        11	         0	         0	         3
39343	GBHC-MUD LINDANE  DRYUG/KG	GAMMA-BHC(LINDANE),SEDIMENTS,DRY WGT,UG/KG        	           10	         2	         4	         0	         0	         4
39344	GAMMABHC WTR WHL  LBS/DAY 	BHC-GAMMA, WATER, WHOLE                    LBS/DAY	            1	         0	         1	         0	         0	         0
39345	TETCLBPN TOT,TIS  WETMG/KG	TETRACHLOROBIPHENYL,TOT,       TISSUE,WET,WT,MG/KG	            3	         1	         2	         0	         0	         0
39347	PECLBIPN TOT,TIS  WETMG/KG	PENTACHLOROBIPHENYL,TOT,       TISSUE,WET,WT,MG/KG	            3	         1	         2	         0	         0	         0
39348	A-CHLRDN WHL SMPL UG/L    	CHLORDANE, ALPHA, IN WHOLE WATER SAMPLE (UG/L)    	            3	         0	         3	         0	         0	         0
39350	CHLRDANE TECH&MET TOT UG/L	CHLORDANE(TECH MIX & METABS),WHOLE WATER,UG/L     	           19	         5	        11	         0	         0	         3
39351	CDANEDRY TECH&MET MUDUG/KG	CHLORDANE(TECH MIX&METABS),SEDIMENTS,DRY WGT,UG/KG	           10	         2	         4	         0	         0	         4
39354	HPCLBIPN TOT,TIS  WETMG/KG	HEPTACHLOROBIPHENYL,TOT,       TISSUE,WET,WT,MG/KG	            3	         1	         2	         0	         0	         0
39355	OCTCLBPN TOT,TIS  WETMG/KG	OCTACHLOROBIPHENYL,TOT,        TISSUE,WET,WT,MG/KG	            3	         1	         2	         0	         0	         0
39357	RONNEL   WHL SAMP UG/L    	RONNEL IN WHOLE WATER SAMPLE (UG/L)               	            6	         1	         3	         0	         2	         0
39379	TOT DDT  WHL SMPL UG/L    	SUM OF ALL DDT,DDE& DDD VALUES IN WHL WATER SAMP  	            1	         0	         1	         0	         0	         0
39380	DIELDRIN  TOTUG/L         	DIELDRIN IN WHOLE WATER SAMPLE (UG/L)             	           28	         6	        17	         0	         2	         3
39383	DIELDRIN SEDUG/KG DRY WGT 	DIELDRIN IN BOTTOM DEPOS. (UG/KILOGRAM DRY SOL.)  	          344	        75	       214	         0	        15	        40
39388	ENDOSULN WHL SMPL UG/L    	ENDOSULFAN IN WHOLE WATER SAMPLE (UG/L)           	            2	         1	         0	         0	         0	         1
39389	ENDOSULN MUD      UG/KG   	ENDOSULFAN IN BOTTOM DEPOSITS (UG/KG DRY SOLIDS)  	            6	         1	         2	         0	         0	         3
39390	ENDRIN    TOT UG/L        	ENDRIN IN WHOLE WATER SAMPLE (UG/L)               	           26	         6	        14	         0	         2	         4
39393	ENDRIN   SEDUG/KG DRY WGT 	ENDRIN IN BOTTOM DEPOS. (UG/KILOGRAM DRY SOLIDS)  	          329	        78	       196	         0	        15	        40
39400	TOXAPHEN  TOTUG/L         	TOXAPHENE IN WHOLE WATER SAMPLE (UG/L)            	           21	         5	        12	         0	         0	         4
39403	TOXAPHEN SEDUG/KG DRY WGT 	TOXAPHENE IN BOTTOM DEPOS. (UG/KILOGRAM DRY SOL.) 	           14	         3	         7	         0	         0	         4
39404	DIELDRIN TISMG/KG WET WGT 	DIELDRIN IN TISSUE WET WGT  (UG/G)                	           23	         9	        13	         0	         0	         1
39408	NCLBIPNL TOT,TIS  WETMG/KG	NONACHLOROBIPHENYL,TOT,        TISSUE,WET,WT,MG/KG	            3	         1	         2	         0	         0	         0
39409	DCDLBIPN TOT,TIS  WETMG/KG	DECACHLOROBIPHENYL,TOT,        TISSUE,WET,WT,MG/KG	            3	         1	         2	         0	         0	         0
39410	HEPTCHLR  TOTUG/L         	HEPTACHLOR IN WHOLE WATER SAMPLE (UG/L)           	           18	         4	        12	         0	         0	         2
39413	HEPTCHLR SEDUG/KG DRY WGT 	HEPTACHLOR IN BOT. DEP. (UG/KILOGRAM DRY SOLIDS)  	           37	         3	        23	         0	         0	        11
39420	HPCHLREP  TOTUG/L         	HEPTACHLOR EPOXIDE IN WHOLE WATER SAMPLE (UG/L)   	           20	         5	        12	         0	         0	         3
39423	HPCHLREP SEDUG/KG DRY WGT 	HEPTACHLOR EPOXIDE IN BOT. DEP. (UG/KG DRY SOL.)  	           14	         3	         7	         0	         0	         4
39480	MTHXYCLR WHL SMPL UG/L    	METHOXYCHLOR IN WHOLE WATER SAMPLE (UG/L)         	           12	         1	         7	         0	         2	         2
39481	MTHXYCLR MUD DRY  UG/KG   	METHOXYCHLOR IN BOTTOM DEPOSITS (UG/KG DRY SOL.)  	          324	        76	       195	         0	        15	        38
39488	PCB-1221  TOTUG/L         	PCB - 1221          IN THE WHOLE WATER SAMPLE UG/L	           20	         5	        12	         0	         0	         3
39491	PCB-1221 SEDUG/KG DRY WGT 	PCB - 1221      BOT. DEP.,PCB SERIES DRY SOL UG/KG	           14	         3	         7	         0	         0	         4
39492	PCB-1232  TOTUG/L         	PCB - 1232      PCB SERIES WHOLE WATER SAMPLE UG/L	            5	         1	         3	         0	         0	         1
39495	PCB-1232 SEDUG/KG DRY WGT 	PCB - 1232      BOT. DEP.,PCB-SERIES DRY SOL UG/KG	           14	         4	         6	         0	         0	         4
39496	PCB-1242  TOTUG/L         	PCB - 1242      PCB SERIES WHOLE WATER SAMPLE UG/L	           20	         5	        12	         0	         0	         3
39499	PCB-1242 SEDUG/KG DRY WGT 	PCB - 1242      BOT. DEP.,PCB-SERIES DRY SOL UG/KG	           14	         3	         7	         0	         0	         4
39500	PCB-1248  TOTUG/L         	PCB - 1248      PCB SERIES WHOLE WATER SAMPLE UG/L	           20	         5	        12	         0	         0	         3
39503	PCB-1248 SEDUG/KG DRY WGT 	PCB - 1248       IN BOTTOM DEPOS. DRY SOLIDS UG/KG	           21	         5	        12	         0	         0	         4
39504	PCB-1254  TOTUG/L         	PCB - 1254      PCB SERIES WHOLE WATER SAMPLE UG/L	           23	         6	        12	         0	         2	         3
39507	PCB-1254 SEDUG/KG DRY WGT 	PCB - 1254       IN BOTTOM DEPOS. DRY SOLIDS UG/KG	          300	        73	       172	         0	        15	        40
39508	PCB-1260  TOTUG/L         	PCB - 1260      PCB SERIES WHOLE WATER SAMPLE UG/L	           20	         5	        12	         0	         0	         3
39511	PCB-1260 SEDUG/KG DRY WGT 	PCB - 1260       IN BOTTOM DEPOS. DRY SOLIDS UG/KG	           99	         3	        92	         0	         0	         4
39514	PCB-1016 SEDUG/KG DRY WGT 	PCB - 1016        IN BOTTOM SEDIMENTS DRY WT UG/KG	           14	         3	         7	         0	         0	         4
39530	MALATHN  WHL SMPL UG/L    	MALATHION IN WHOLE WATER SAMPLE (UG/L)            	            6	         1	         3	         0	         2	         0
39560	DEMETON  WHL SMPL UG/L    	DEMETON IN WHOLE WATER SAMPLE (UG/L)              	            6	         1	         3	         0	         2	         0
39570	DIAZINON WHL SMPL UG/L    	DIAZINON IN WHOLE WATER SAMPLE (UG/L)             	            6	         1	         3	         0	         2	         0
39600	MPARATHN WHL SMPL UG/L    	METHYL PARATHION IN WHOLE WATER SAMPLE (UG/L)     	            6	         1	         3	         0	         2	         0
39632	ATRAZINE DISS.    PPB     	ATRAZINE DISSOLVED IN WATER                    PPB	           36	        19	         1	         0	        13	         3
39700	HCB       TOT UG/L        	HEXACHLOROBENZENE IN WHOLE WATER SAMPLE (UG/L)    	           23	         6	        11	         0	         2	         4
39701	HCB      SEDUG/KG DRY WGT 	HEXACHLOROBENZENE IN BOT DEPOS (UG/KG DRY SOLIDS) 	          195	        40	       138	         0	         3	        14
39702	HEXCLBD   TOT UG/L        	HEXACHLOROBUTADIENE IN WHOLE WATER SAMPLE(UG/L)   	           13	         4	         7	         0	         0	         2
39705	HEXCLBD  SEDUG/KG DRY WGT 	HEXACHLOROBUTADIENE BOT. DEPOS.(UG/KG DRY WGT)    	           18	         4	        10	         0	         0	         4
39730	2,4-D    WHL SMPL UG/L    	2,4-D IN WHOLE WATER SAMPLE (UG/L)                	            3	         0	         1	         0	         1	         1
39740	2,4,5-T  WHL SMPL UG/L    	2,4,5-T IN WHOLE WATER SAMPLE (UG/L)              	            2	         0	         1	         0	         1	         0
39750	SEVIN    WHL SMPL UG/L    	SEVIN IN WHOLE WATER SAMPLE (UG/L)                	            4	         4	         0	         0	         0	         0
39760	SILVEX   WHL SMPL UG/L    	SILVEX IN WHOLE WATER SAMPLE (UG/L)               	            3	         0	         1	         0	         1	         1
39781	LINDANE  ORGANISM TOT UG/G	LINDANE AQUATIC ORGANISMS WT WGT BASIS(UG/G)      	            1	         0	         1	         0	         0	         0
39782	LINDANE  WHL SMPL UG/L    	LINDANE IN WHOLE WATER SAMPLE (UG/L)              	            5	         0	         2	         0	         2	         1
39783	LINDANE  MUD DRY  UG/KG   	LINDANE IN BOTTOM DEPOSITS (UG/KG DRY SOLIDS)     	          318	        75	       190	         0	        17	        36
39785	GBHC-TIS LINDANE  WETMG/KG	GAMMA-BHC(LINDANE),TISSUE,WET WEIGHT,MG/KG        	           46	         9	        36	         0	         0	         1
39810	G-CHLRDN WHL SMPL UG/L    	CHLORDANE,GAMMA,IN WHOLE WATER  SAMPLE (UG/L)     	            3	         0	         3	         0	         0	         0
39811	G-CHLRDN MUD      UG/KG   	CHLORDANE,GAMMA,IN BOTTOM DEPOS(UG/KG DRY SOLIDS) 	            4	         1	         3	         0	         0	         0
39941	ROUNDUP  WHL SMPL UG/L    	ROUNDUP                 IN WHOLE WATER SAMPLE UG/L	            4	         4	         0	         0	         0	         0
45145	DIMETHYL NAPTHSED UG/KG   	DIMETHYLNAPHTHALENE IN SEDIMENT  UG/KG            	            7	         1	         5	         0	         0	         1
