
Hawaii, HI
Number of Stations = 517


Code 	Short Name                	Long Name                                         	# Stns	# Obs 	First Date	Last Date 	Min Value   	Max Value   	   Average
34516	1122TETR ACHLOROE TOTWUG/L	1,1,2,2-TETRACHLOROETHANE                 TOTWUG/L	2     	3     	1980-09-08	1983-08-22	  1.00E+01  	  5.00E+00  	  6.67E+00
34517	1122TETR ACHLOROE DISSUG/L	1,1,2,2-TETRACHLOROETHANE                 DISSUG/L	5     	6     	1986-05-19	1986-09-02	  2.00E-01  	  2.00E-01  	  2.00E-01
34519	1122TCLE SEDUG/KG DRY WGT 	1,1,2,2-TETRACHLOROETHANE          DRY WGTBOTUG/KG	2     	3     	1980-09-08	1984-07-05	  1.33E+01  	  5.00E+00  	  7.78E+00
34520	1122TCLE TISMG/KG WET WGT 	1,1,2,2-TETRACHLOROETHANE          WET WGTTISMG/KG	2     	7     	1980-09-09	1983-09-19	  5.00E+00  	  5.00E-03  	  7.19E-01
34521	BENZO(GH I)PERYLE TOTWUG/L	BENZO(GHI)PERYLENE1,12-BENZOPERYLENE      TOTWUG/L	2     	5     	1980-09-08	1984-09-04	  1.00E+01  	  1.00E+01  	  1.00E+01
34524	BZGHIPER SEDUG/KG DRY WGT 	BENZO(GHI)PERYLENE1,12-BENZOPERYLENDRY WGTBOTUG/KG	2     	4     	1980-09-10	1984-09-04	  3.30E+02  	  9.43E+02  	  1.27E+03
34525	BZGHIPER TISMG/KG WET WGT 	BENZO(GHI)PERYLENE1,12-BENZOPERYLENWET WGTTISMG/KG	2     	7     	1980-09-09	1984-09-04	  3.30E-01  	  6.70E-01  	  5.97E-01
34526	BENZO(A) ANTHRACE TOTWUG/L	BENZO(A)ANTHRACENE1,2-BENZANTHRACENE      TOTWUG/L	2     	5     	1980-09-08	1984-09-04	  1.00E+01  	  1.25E+03  	  2.58E+02
34529	BENZAANT SEDUG/KG DRY WGT 	BENZO(A)ANTHRACENE1,2-BENZANTHRACENDRY WGTBOTUG/KG	2     	4     	1980-09-10	1984-09-04	  3.30E+02  	  9.43E+02  	  1.27E+03
34530	BENZAANT TISMG/KG WET WGT 	BENZO(A)ANTHRACENE1,2-BENZANTHRACENWET WGTTISMG/KG	2     	7     	1980-09-09	1984-09-04	  3.30E-01  	  6.70E-01  	  5.97E-01
34532	12DICHLO ROETHANE DISSUG/L	1,2-DICHLOROETHANE                        DISSUG/L	5     	6     	1986-05-19	1986-09-02	  2.00E-01  	  2.00E-01  	  2.00E-01
34534	12DICLET SEDUG/KG DRY WGT 	1,2-DICHLOROETHANE                 DRY WGTBOTUG/KG	2     	3     	1980-09-08	1984-07-05	  1.33E+01  	  2.50E+00  	  6.11E+00
34535	12DICLET TISMG/KG WET WGT 	1,2-DICHLOROETHANE                 WET WGTTISMG/KG	2     	7     	1980-09-09	1983-09-19	  2.50E+00  	  5.00E-03  	  3.66E-01
34536	12DICHLO ROBENZEN TOTWUG/L	1,2-DICHLOROBENZENE                       TOTWUG/L	2     	5     	1980-09-08	1984-09-04	  1.00E+01  	  1.00E+01  	  1.00E+01
34537	12DICHLO ROBENZEN DISSUG/L	1,2-DICHLOROBENZENE                       DISSUG/L	4     	4     	1986-08-27	1986-09-02	  2.00E-01  	  2.00E-01  	  2.00E-01
34539	12DCLBEN SEDUG/KG DRY WGT 	1,2-DICHLOROBENZENE                DRY WGTBOTUG/KG	2     	4     	1980-09-10	1984-09-04	  3.30E+02  	  9.43E+02  	  1.27E+03
34540	12DCLBEN TISMG/KG WET WGT 	1,2-DICHLOROBENZENE                WET WGTTISMG/KG	2     	7     	1980-09-09	1984-09-04	  3.30E-01  	  6.70E-01  	  5.97E-01
34541	12DICHLO ROPROPAN TOTWUG/L	1,2-DICHLOROPROPANE                       TOTWUG/L	7     	10    	1980-09-08	1986-09-02	  1.00E+01  	  5.00E+00  	  3.12E+00
34544	12DCLPRP SEDUG/KG DRY WGT 	1,2-DICHLOROPROPANE                DRY WGTBOTUG/KG	2     	3     	1980-09-08	1984-07-05	  1.33E+01  	  5.00E+00  	  7.78E+00
34545	12DCLPRP TISMG/KG WET WGT 	1,2-DICHLOROPROPANE                WET WGTTISMG/KG	2     	7     	1980-09-09	1983-09-19	  5.00E+00  	  5.00E-03  	  7.19E-01
34546	12DICHLO ROETHENE TOTWUG/L	TRANS-1,2-DICHLOROETHENE, TOTAL, IN WATER     UG/L	6     	8     	1980-09-08	1986-09-02	  1.00E+01  	  5.00E+00  	  3.85E+00
34549	12TDCETE SEDUG/KG DRY WGT 	TRANS-1,2-DICHLOROETHENE, IN SED. DRY WT.    UG/KG	2     	3     	1980-09-08	1984-07-05	  1.33E+01  	  2.50E+00  	  6.11E+00
34550	12TDCETE TISMG/KG WET WGT 	TRANS-1,2-DICHLOROETHENE, IN TISSUE, WET WT. MG/KG	2     	7     	1980-09-09	1983-09-19	  2.50E+00  	  5.00E-03  	  3.66E-01
34551	124TRICH LOROBENZ TOTWUG/L	1,2,4-TRICHLOROBENZENE                    TOTWUG/L	2     	5     	1980-09-08	1984-09-04	  1.00E+01  	  1.00E+01  	  1.00E+01
34554	124TCBEN SEDUG/KG DRY WGT 	1,2,4-TRICHLOROBENZENE             DRY WGTBOTUG/KG	2     	4     	1980-09-10	1984-09-04	  3.30E+02  	  9.43E+02  	  1.27E+03
34555	124TCBEN TISMG/KG WET WGT 	1,2,4-TRICHLOROBENZENE             WET WGTTISMG/KG	3     	8     	1980-09-09	1984-09-04	  2.50E-03  	  6.70E-01  	  5.23E-01
34556	DIBENZ(A H)ANTHRA TOTWUG/L	1,2,5,6-DIBENZANTHRACENE                  TOTWUG/L	2     	5     	1980-09-08	1984-09-04	  1.00E+01  	  1.00E+01  	  1.00E+01
34559	DBAHANTH SEDUG/KG DRY WGT 	1,2,5,6-DIBENZANTHRACENE           DRY WGTBOTUG/KG	2     	4     	1980-09-10	1984-09-04	  3.30E+02  	  9.43E+02  	  1.27E+03
34560	DBAHANTH TISMG/KG WET WGT 	1,2,5,6-DIBENZANTHRACENE           WET WGTTISMG/KG	2     	7     	1980-09-09	1984-09-04	  3.30E-01  	  6.70E-01  	  5.97E-01
34561	13DICHLO ROPROPEN TOTWUG/L	1,3-DICHLOROPROPENE                       TOTWUG/L	2     	3     	1980-09-08	1983-08-22	  1.00E+01  	  5.00E+00  	  6.67E+00
34564	13DCPRPE SEDUG/KG DRY WGT 	1,3-DICHLOROPROPENE                DRY WGTBOTUG/KG	1     	2     	1983-08-22	1984-07-05	  2.50E+00  	  2.50E+00  	  2.50E+00
34565	13DCPRPE TISMG/KG WET WGT 	1,3-DICHLOROPROPENE                WET WGTTISMG/KG	2     	7     	1980-09-09	1983-09-19	  2.50E+00  	  5.00E-03  	  3.66E-01
34566	13DICHLO ROBENZEN TOTWUG/L	1,3-DICHLOROBENZENE                       TOTWUG/L	7     	11    	1980-09-08	1986-09-02	  1.00E+01  	  2.00E-01  	  4.65E+00
34569	13DCLBEN SEDUG/KG DRY WGT 	1,3-DICHLOROBENZENE                DRY WGTBOTUG/KG	2     	4     	1980-09-10	1984-09-04	  3.30E+02  	  9.43E+02  	  1.27E+03
34570	13DCLBEN TISMG/KG WET WGT 	1,3-DICHLOROBENZENE                WET WGTTISMG/KG	2     	7     	1980-09-09	1984-09-04	  3.30E-01  	  6.70E-01  	  5.97E-01
34571	14DICHLO ROBENZEN TOTWUG/L	1,4-DICHLOROBENZENE                       TOTWUG/L	6     	9     	1980-09-08	1986-09-02	  1.00E+01  	  2.00E-01  	  5.64E+00
34574	14DCLBEN SEDUG/KG DRY WGT 	1,4-DICHLOROBENZENE                DRY WGTBOTUG/KG	2     	4     	1980-09-10	1984-09-04	  3.30E+02  	  9.43E+02  	  1.27E+03
34575	14DCLBEN TISMG/KG WET WGT 	1,4-DICHLOROBENZENE                WET WGTTISMG/KG	2     	7     	1980-09-09	1984-09-04	  3.30E-01  	  6.70E-01  	  5.97E-01
34576	2CHLOROE THYLVINY TOTWUG/L	2-CHLOROETHYL VINYL ETHER                 TOTWUG/L	6     	8     	1980-09-08	1986-09-02	  1.00E+01  	  5.00E+00  	  3.85E+00
34579	2CLEVETR SEDUG/KG DRY WGT 	2-CHLOROETHYL VINYL ETHER          DRY WGTBOTUG/KG	2     	3     	1980-09-10	1984-07-05	  3.33E+03  	  5.00E+00  	  1.11E+03
34580	2CLEVETR TISMG/KG WET WGT 	2-CHLOROETHYL VINYL ETHER          WET WGTTISMG/KG	2     	7     	1980-09-09	1983-09-19	  2.50E-02  	  5.00E-03  	  7.21E-01
34581	2CHLORON APHTHALE TOTWUG/L	2-CHLORONAPHTHALENE                       TOTWUG/L	2     	4     	1980-09-08	1984-09-04	  1.00E+01  	  1.00E+01  	  1.00E+01
34584	2CLNAPTH SEDUG/KG DRY WGT 	2-CHLORONAPHTHALENE                DRY WGTBOTUG/KG	1     	1     	1980-09-10	1980-09-10	  3.33E+03  	  3.33E+03  	  3.33E+03
34585	2CLNAPTH TISMG/KG WET WGT 	2-CHLORONAPHTHALENE                WET WGTTISMG/KG	2     	10    	1980-09-09	1984-09-04	  3.30E+02  	  6.70E-01  	  9.94E+01
34586	2CHLOROP HENOL    TOTWUG/L	2-CHLOROPHENOL                            TOTWUG/L	2     	5     	1980-09-08	1984-09-04	  1.00E+01  	  1.00E+01  	  1.00E+01
34589	2CLPHENO SEDUG/KG DRY WGT 	2-CHLOROPHENOL                     DRY WGTBOTUG/KG	2     	4     	1980-09-10	1984-09-04	  3.30E+02  	  9.43E+02  	  1.27E+03
34590	2CLPHENO TISMG/KG WET WGT 	2-CHLOROPHENOL                     WET WGTTISMG/KG	2     	7     	1980-09-09	1984-09-04	  3.30E-01  	  6.70E-01  	  5.97E-01
34591	2NITROPH ENOL     TOTWUG/L	2-NITROPHENOL                             TOTWUG/L	2     	5     	1980-09-08	1984-09-04	  1.00E+01  	  1.00E+01  	  1.00E+01
34594	2NPHENOL SEDUG/KG DRY WGT 	2-NITROPHENOL                      DRY WGTBOTUG/KG	2     	4     	1980-09-10	1984-09-04	  3.30E+02  	  9.43E+02  	  1.27E+03
34595	2NPHENOL TISMG/KG WET WGT 	2-NITROPHENOL                      WET WGTTISMG/KG	2     	7     	1980-09-09	1984-09-04	  3.30E-01  	  6.70E-01  	  5.97E-01
34596	DINOCTPH  TOTUG/L         	DI-N-OCTYL PHTHALATE                      TOTWUG/L	2     	5     	1980-09-08	1984-09-04	  1.00E+01  	  1.00E+01  	  1.00E+01
34599	DINOCTPH SEDUG/KG DRY WGT 	DI-N-OCTYL PHTHALATE               DRY WGTBOTUG/KG	2     	4     	1980-09-10	1984-09-04	  3.30E+02  	  9.43E+02  	  1.27E+03
34600	DINOCTPH TISMG/KG WET WGT 	DI-N-OCTYL PHTHALATE               WET WGTTISMG/KG	2     	7     	1980-09-09	1984-09-04	  1.50E+00  	  8.50E+01  	  1.33E+01
34601	24DICHLO ROPHENOL TOTWUG/L	2,4-DICHLOROPHENOL                        TOTWUG/L	2     	5     	1980-09-08	1984-09-04	  1.00E+01  	  1.00E+01  	  1.00E+01
34604	24DCPHEN SEDUG/KG DRY WGT 	2,4-DICHLOROPHENOL                 DRY WGTBOTUG/KG	2     	4     	1980-09-10	1984-09-04	  3.30E+02  	  9.43E+02  	  1.27E+03
34605	24DCPHEN TISMG/KG WET WGT 	2,4-DICHLOROPHENOL                 WET WGTTISMG/KG	2     	7     	1980-09-09	1984-09-04	  3.30E-01  	  6.70E-01  	  5.97E-01
34606	24DIMETH YLPHENOL TOTWUG/L	2,4-DIMETHYLPHENOL                        TOTWUG/L	2     	5     	1980-09-08	1984-09-04	  1.00E+01  	  1.00E+01  	  1.00E+01
34609	24DMPHEN SEDUG/KG DRY WGT 	2,4-DIMETHYLPHENOL                 DRY WGTBOTUG/KG	2     	4     	1980-09-10	1984-09-04	  3.30E+02  	  9.43E+02  	  1.27E+03
34610	24DMPHEN TISMG/KG WET WGT 	2,4-DIMETHYLPHENOL                 WET WGTTISMG/KG	2     	7     	1980-09-09	1984-09-04	  3.30E-01  	  6.70E-01  	  5.97E-01
34611	24DINITR OTOLUENE TOTWUG/L	2,4-DINITROTOLUENE                        TOTWUG/L	2     	5     	1980-09-08	1984-09-04	  1.00E+01  	  1.00E+01  	  1.00E+01
34614	24DNTOLU SEDUG/KG DRY WGT 	2,4-DINITROTOLUENE                 DRY WGTBOTUG/KG	2     	5     	1980-09-08	1984-09-04	  1.25E+03  	  3.33E+03  	  1.11E+03
34615	24DNTOLU TISMG/KG WET WGT 	2,4-DINITROTOLUENE                 WET WGTTISMG/KG	2     	7     	1980-09-09	1984-09-04	  3.30E-01  	  6.70E-01  	  5.97E-01
34616	24DINITR OPHENOL  TOTWUG/L	2,4-DINITROPHENOL                         TOTWUG/L	2     	5     	1980-09-08	1984-09-04	  1.00E+01  	  5.00E+01  	  1.80E+01
34619	24DNPHEN SEDUG/KG DRY WGT 	2,4-DINITROPHENOL                  DRY WGTBOTUG/KG	2     	4     	1980-09-10	1984-09-04	  1.60E+03  	  9.43E+02  	  2.05E+03
34620	24DNPHEN TISMG/KG WET WGT 	2,4-DINITROPHENOL                  WET WGTTISMG/KG	2     	7     	1980-09-09	1984-09-04	  1.60E+00  	  5.00E-01  	  2.66E+00
34621	246TRICH LOROPHEN TOTWUG/L	2,4,6-TRICHLOROPHENOL                     TOTWUG/L	2     	5     	1980-09-08	1984-09-04	  1.00E+01  	  1.00E+01  	  1.00E+01
34624	246TCPHN SEDUG/KG DRY WGT 	2,4,6-TRICHLOROPHENOL              DRY WGTBOTUG/KG	2     	4     	1980-09-10	1984-09-04	  3.30E+02  	  9.43E+02  	  1.27E+03
34625	246TCPHN TISMG/KG WET WGT 	2,4,6-TRICHLOROPHENOL              WET WGTTISMG/KG	2     	7     	1980-09-09	1984-09-04	  3.30E-01  	  6.70E-01  	  5.97E-01
34626	26DINITR OTOLUENE TOTWUG/L	2,6-DINITROTOLUENE                        TOTWUG/L	2     	5     	1980-09-08	1984-09-04	  1.00E+01  	  1.00E+01  	  1.00E+01
34629	26DNTOLU SEDUG/KG DRY WGT 	2,6-DINITROTOLUENE                 DRY WGTBOTUG/KG	2     	4     	1980-09-10	1984-09-04	  3.30E+02  	  9.43E+02  	  1.27E+03
34630	26DNTOLU TISMG/KG WET WGT 	2,6-DINITROTOLUENE                 WET WGTTISMG/KG	2     	7     	1980-09-09	1984-09-04	  3.30E-01  	  6.70E-01  	  5.97E-01
34631	33DICHLO ROBENZID TOTWUG/L	3,3'-DICHLOROBENZIDINE                    TOTWUG/L	2     	5     	1980-09-08	1984-09-04	  1.00E+01  	  2.00E+01  	  1.20E+01
34634	33DCBNZD SEDUG/KG DRY WGT 	3,3'-DICHLOROBENZIDINE             DRY WGTBOTUG/KG	2     	4     	1980-09-10	1984-09-04	  3.30E+02  	  9.56E+02  	  2.30E+03
34635	33DCBNZD TISMG/KG WET WGT 	3,3'-DICHLOROBENZIDINE             WET WGTTISMG/KG	2     	10    	1980-09-09	1987-09-16	  1.23E-01  	  8.00E-03  	  3.48E-01
34636	4BROMOPH ENYLPHEN TOTWUG/L	4-BROMOPHENYL PHENYL ETHER                TOTWUG/L	2     	5     	1980-09-08	1984-09-04	  1.00E+01  	  1.00E+01  	  1.00E+01
34639	4BRPPETR SEDUG/KG DRY WGT 	4-BROMOPHENYL PHENYL ETHER         DRY WGTBOTUG/KG	2     	4     	1980-09-10	1984-09-04	  3.30E+02  	  9.43E+02  	  1.27E+03
34640	4BRPPETR TISMG/KG WET WGT 	4-BROMOPHENYL PHENYL ETHER         WET WGTTISMG/KG	2     	7     	1980-09-09	1984-09-04	  3.30E-01  	  6.70E-01  	  5.97E-01
34641	4CHLOROP HENYLPHE TOTWUG/L	4-CHLOROPHENYL PHENYL ETHER               TOTWUG/L	2     	5     	1980-09-08	1984-09-04	  1.00E+01  	  1.00E+01  	  1.00E+01
34644	4CLPPETR SEDUG/KG DRY WGT 	4-CHLOROPHENYL PHENYL ETHER        DRY WGTBOTUG/KG	2     	4     	1980-09-10	1984-09-04	  3.30E+02  	  9.43E+02  	  1.27E+03
34645	4CLPPETR TISMG/KG WET WGT 	4-CHLOROPHENYL PHENYL ETHER        WET WGTTISMG/KG	2     	7     	1980-09-09	1984-09-04	  3.30E-01  	  6.70E-01  	  5.97E-01
34646	4NITROPH ENOL     TOTWUG/L	4-NITROPHENOL                             TOTWUG/L	2     	5     	1980-09-08	1984-09-04	  1.00E+01  	  5.00E+01  	  1.80E+01
34649	4NPHENOL SEDUG/KG DRY WGT 	4-NITROPHENOL                      DRY WGTBOTUG/KG	2     	4     	1980-09-10	1984-09-04	  1.60E+03  	  4.57E+03  	  2.96E+03
34650	4NPHENOL TISMG/KG WET WGT 	4-NITROPHENOL                      WET WGTTISMG/KG	2     	7     	1980-09-09	1984-09-04	  1.60E+00  	  5.00E-01  	  2.66E+00
34657	46DINITR OORTHOCR TOTWUG/L	DNOC (4,6-DINITRO-ORTHO-CRESOL)           TOTWUG/L	2     	5     	1980-09-08	1984-09-04	  1.00E+01  	  5.00E+01  	  1.80E+01
34660	46DNOCRE SEDUG/KG DRY WGT 	DNOC (4,6-DINITRO-ORTHO-CRESOL)    DRY WGTBOTUG/KG	2     	4     	1980-09-10	1984-09-04	  1.60E+03  	  9.43E+02  	  2.05E+03
34661	46DNOCRE TISMG/KG WET WGT 	DNOC (4,6-DINITRO-ORTHO-CRESOL)    WET WGTTISMG/KG	2     	7     	1980-09-09	1984-09-04	  1.60E+00  	  5.00E-01  	  2.66E+00
34664	PCB-1221 TISMG/KG WET WGT 	PCB - 1221                         WET WGTTISMG/KG	2     	8     	1980-09-09	1987-09-16	  2.00E-02  	  8.00E-02  	  4.13E-02
34667	PCB-1232 TISMG/KG WET WGT 	PCB - 1232                         WET WGTTISMG/KG	2     	12    	1980-09-09	1987-09-16	  1.00E+00  	  8.00E-02  	  3.61E-01
34669	PCB-1248 TISMG/KG WET WGT 	PCB - 1248                         WET WGTTISMG/KG	2     	8     	1980-09-09	1987-09-16	  2.00E-02  	  8.00E-02  	  4.13E-02
34670	PCB-1260 TISMG/KG WET WGT 	PCB - 1260                         WET WGTTISMG/KG	2     	8     	1980-09-09	1987-09-16	  1.30E-02  	  5.00E-02  	  7.61E-02
34671	PCB      1016     TOTWUG/L	PCB - 1016                                TOTWUG/L	2     	5     	1980-09-08	1984-09-04	  1.00E+00  	  5.00E-01  	  9.00E-01
34674	PCB-1016 TISMG/KG WET WGT 	PCB - 1016                         WET WGTTISMG/KG	2     	8     	1980-09-09	1987-09-16	  1.60E-01  	  8.00E-02  	  5.00E-02
34675	TCDD      TOTWUG/L        	2,3,7,8-TETRACHLORODIBENZO-P-DIOXIN(TCDD) TOTWUG/L	1     	1     	1980-09-08	1980-09-08	  1.00E+01  	  1.00E+01  	  1.00E+01
34680	ALDRIN   TISMG/KG WET WGT 	ALDRIN             IN FISH TISSUE WET WEIGHT MG/KG	2     	8     	1980-09-09	1987-09-16	  2.00E-03  	  8.00E-03  	  1.09E-02
34682	CDANEWET TECH&MET TISMG/KG	CHLORDANE(TECH MIX & METABS),TISSUEWET WGTT,MG/KG 	2     	6     	1980-09-09	1987-09-16	  2.32E-01  	  8.60E-02  	  6.30E-02
34683	DNB PHTH TIS-WET  MG/KG   	DI-N-BUTYL PHTHALATE,TISSUE,WET WGTWET WGT        	2     	7     	1980-09-09	1984-09-04	  2.28E+00  	  6.70E-01  	  8.27E-01
34685	ENDRIN   TISMG/KG WET WGT 	ENDRIN                             WET WGTTISMG/KG	3     	9     	1980-09-09	1987-09-16	  1.60E-02  	  8.43E-01  	  1.05E-01
34686	HPCHLREP TISMG/KG WET WGT 	HEPTACHLOR EPOXIDE                 WET WGTTISMG/KG	3     	9     	1980-09-09	1987-09-16	  2.00E-03  	  8.00E-03  	  8.96E-03
34687	HEPTCHLR TISMG/KG WET WGT 	HEPTACHLOR                         WET WGTTISMG/KG	3     	9     	1980-09-09	1987-09-16	  2.00E-03  	  8.00E-03  	  8.82E-03
34688	HCB      TISMG/KG WET WGT 	HEXACHLOROBENZENE                  WET WGTTISMG/KG	3     	8     	1980-09-09	1984-09-04	  2.50E-03  	  6.70E-01  	  5.23E-01
34689	PCB-1242 TISMG/KG WET WGT 	PCB - 1242                         WET WGTTISMG/KG	2     	8     	1980-09-09	1987-09-16	  2.00E-02  	  8.00E-02  	  4.00E-02
34690	PCB-1254 TISMG/KG WET WGT 	PCB - 1254                         WET WGTTISMG/KG	2     	8     	1980-09-09	1987-09-16	  1.60E-01  	  6.70E-03  	  7.38E-02
34691	TOXAPHEN TISMG/KG WET WGT 	TOXAPHENE                          WET WGTTISMG/KG	2     	8     	1980-09-09	1987-09-16	  1.60E-01  	  8.00E-02  	  6.76E-02
34692	TRICLETE TISMG/KG WET WGT 	TRICHLOROETHYLENE                  WET WGTTISMG/KG	2     	7     	1980-09-09	1983-09-19	  2.50E+00  	  5.00E-03  	  3.66E-01
34693	VINYLCHL TISMG/KG WET WGT 	VINYL CHLORIDE                     WET WGTTISMG/KG	2     	7     	1980-09-09	1983-09-19	  2.50E-03  	  5.00E-03  	  7.18E-01
34694	PHENOL    TOT UG/L        	PHENOL(C6H5OH)-SINGLE COMPOUND          TOTWUG/L  	2     	5     	1980-09-08	1984-09-04	  1.00E+01  	  1.00E+01  	  1.00E+01
34695	PHENOL   SEDUG/KG DRY WGT 	PHENOL(C6H5OH)-SINGLE COMPOUND     DRY WGTTUG/KG  	2     	4     	1980-09-10	1984-09-04	  3.30E+02  	  9.43E+02  	  1.27E+03
34696	NAPTHALE NE     T OTWUG/L 	NAPHTHALENE                             TOTWUG/L  	1     	1     	1983-09-19	1983-09-19	  1.00E+01  	  1.00E+01  	  1.00E+01
34699	T1,3-DCP TOT WAT  UG/L    	TRANS-1,3-DICHLOROPROPENETOTAL IN WATER UG/L      	4     	5     	1980-09-08	1986-05-19	  1.00E+01  	  5.00E+00  	  4.08E+00
34702	C1,3-DCP SED DRY  WGTUG/KG	CIS-1,3-DICHLOROPROPENE  SEDIMENT DRY WEIGHT UG/KG	1     	2     	1983-08-22	1984-07-05	  2.50E+00  	  2.50E+00  	  2.50E+00
34703	C1,3-DCP FISH WET WGTMG/K6	CIS-1,3-DICHLOROPROPENE  FISH TISSUE WET WGT MG/KG	2     	7     	1980-09-09	1983-09-19	  2.50E+00  	  5.00E-03  	  3.66E-01
34704	C1,3-DCP TOT WAT  UG/L    	CIS-1,3-DICHLOROPROPENE  TOTAL IN WATER UG/L      	2     	4     	1980-09-08	1983-09-19	  1.00E+01  	  5.00E+00  	  7.50E+00
34705	C1,3-DCP DISS WAT UG/L    	CIS-1,3-DICHLOROPROPENE  DISSOLVED IN WATER UG/L  	2     	2     	1986-05-19	1986-05-19	  2.00E-01  	  2.00E-01  	  2.00E-01
34754	TCDD     TISPG/G  WETWGT  	2,3,7,8-TETRACHLORODIBENZO-P-DIOXIN   TISWETWTPG/G	1     	2     	1984-08-01	1984-08-01	  1.15E+00  	  2.35E+00  	  1.75E+00
38401	AMETRYN   DISSUG/L        	AMETRYN                             WATER,DISSUG/L	5     	8     	1984-04-30	1985-04-30	  1.00E-01  	  5.00E-02  	  1.03E+00
38496	MERPHOS   DISSUG/L        	MERPHOS                             WATER,DISSUG/L	1     	1     	1986-05-19	1986-05-19	  1.00E-01  	  1.00E-01  	  1.00E-01
38715	BOLSTAR   TOTWUG/L        	BOLSTAR                             WATER, TOTUG/L	1     	1     	1986-05-19	1986-05-19	  5.00E-02  	  5.00E-02  	  5.00E-02
38740	CLRPYFOS -METHYL  TOTWUG/L	CHLORPYRIFOS-METHYL                 WATER, TOTUG/L	1     	1     	1986-05-19	1986-05-19	  3.00E-02  	  3.00E-02  	  3.00E-02
38775	DICLRVOS  DISSUG/L        	DICHLORVOS                          WATER, DISUG/L	1     	1     	1986-05-19	1986-05-19	  6.00E-01  	  6.00E-01  	  6.00E-01
38797	FENSULFO THION    DISSUG/L	FENSULFOTHION                       WATER, DISUG/L	1     	1     	1986-05-19	1986-05-19	  1.00E-01  	  1.00E-01  	  1.00E-01
38801	FENTHION  DISSUG/L        	FENTHION                            WATER, DISUG/L	1     	1     	1986-05-19	1986-05-19	  3.00E-02  	  3.00E-02  	  3.00E-02
38815	HEXA     ZINONE   TOTWUG/L	HEXAZINONE                          WATER, TOTUG/L	5     	9     	1985-10-21	1986-09-24	  1.10E-01  	  9.00E-02  	  6.22E-02
38824	ISOPROPA LIN      TISMG/KG	ISOPROPALIN                         TISWETWGTMG/KG	1     	1     	1984-08-01	1984-08-01	  2.50E-03  	  2.50E-03  	  2.50E-03
38855	NALED     TOTWUG/L        	NALED                               WATER, TOTUG/L	1     	1     	1986-05-19	1986-05-19	  2.00E+00  	  2.00E+00  	  2.00E+00
39015	ETHYL PR WTR  KCL UG/L    	ETHYLPARATHION, FLAME IONIFATION,WTR SMPLE(UG/L)  	1     	1     	1986-05-19	1986-05-19	  3.00E-02  	  3.00E-02  	  3.00E-02
39032	PCP       TOT UG/L        	PCP (PENTACHLOROPHENOL) WHOLE WATER SAMPLE    UG/L	3     	6     	1980-09-08	1984-09-04	  1.00E+01  	  5.00E+01  	  1.50E+01
39038	PHORSULF WHL SMPL UG/L    	PHORATE SULFONE IN WHOLE WATER SAMPLE (UG/L)      	1     	1     	1986-05-19	1986-05-19	  1.00E-01  	  1.00E-01  	  1.00E-01
39057	PRMETRYN WH.WATER (UG/L)  	PROMETRYNE IN WHOLE WATER (UG/L)                  	1     	1     	1986-05-19	1986-05-19	  1.00E-01  	  1.00E-01  	  1.00E-01
39060	PCP      TISMG/KG WET WGT 	PCP (PENTACHLOROPHENOL) IN TISSUE WET WGT     UG/G	2     	7     	1980-09-09	1984-09-04	  1.60E+00  	  5.00E-01  	  2.66E+00
39061	PCP      SEDUG/KG DRY WGT 	PCP (PENTACHLOROPHENOL) IN BOT DEPOS DRY SOL UG/KG	13    	54    	1976-09-26	1984-09-04	  1.00E+01  	  9.43E+02  	  1.61E+02
39062	CHLORDAN C ISOMER WWS-UG/L	CHLORDANE-CIS ISOMER,WHOLE WATER SAMPL (UG/L)     	1     	1     	1981-06-22	1981-06-22	  1.00E-01  	  1.00E-01  	  1.00E-01
39063	CHLORDAN C ISOMER TIS-UG/G	CHLORDANE-CIS ISOMER,TISSUE WET WGT (UG/G)        	2     	3     	1984-08-01	1987-09-16	  2.32E-01  	  8.00E-02  	  1.05E-01
39064	CHLORDAN C ISOMER BOTUG/KG	CHLORDANE-CIS ISOMER BOTTOM DEPOS (UG/KG DRY SOL  	12    	76    	1977-09-20	1987-09-15	  1.00E+01  	  4.30E+01  	  2.27E+01
39065	CHLORDAN T ISOMER WWS-UG/L	CHLORDANE-TRNS ISOMER,WHOLE WATER SAMPL (UG/L)    	1     	1     	1981-06-22	1981-06-22	  1.00E-01  	  1.00E-01  	  1.00E-01
39066	CHLORDAN T ISOMER TIS-UG/G	CHLORDANE-TRANS ISOMER,TISSUE WET WGT (UG/G)      	2     	3     	1984-08-01	1987-09-16	  2.50E-03  	  8.00E-02  	  5.42E-02
39067	CHLORDAN T ISOMER BOTUG/KG	CHLORDANE-TRANS ISOMER,BOTTOM DEPOS(UG/KG DRY SL  	11    	75    	1977-09-20	1986-08-12	  1.00E+01  	  7.40E+01  	  2.06E+01
39071	NONACHLR T ISOMER WWS-UG/L	CHLORDANE-NONACHLOR,TPANS ISO,WHOLE WTR (UG/L)    	1     	1     	1981-06-22	1981-06-22	  1.50E-01  	  1.50E-01  	  1.50E-01
39073	NONACHLR T ISOMER BOTUG/KG	CHLORDANE-NONACHLOR,TRANS ISO,BOTTOM DEP UG/KG    	11    	75    	1977-09-20	1986-08-12	  1.50E+01  	  4.90E+01  	  1.89E+01
